user_id,activity_date
10,2022-01-16
10,2022-01-28
10,2022-01-15
10,2022-01-16
10,2022-01-30
10,2022-01-17
10,2022-01-10
10,2022-01-13
10,2022-01-03
10,2022-01-20
10,2022-01-11
10,2022-01-22
10,2022-01-20
10,2022-01-08
10,2022-01-17
10,2022-01-03
10,2022-01-20
10,2022-01-22
10,2022-01-29
10,2022-01-07
10,2022-01-11
10,2022-01-08
10,2022-01-03
10,2022-01-11
10,2022-01-21
11,2022-02-05
11,2022-01-26
11,2022-01-19
11,2022-01-21
11,2022-01-30
11,2022-01-21
11,2022-01-10
11,2022-01-26
11,2022-01-21
11,2022-01-23
11,2022-01-14
11,2022-01-18
11,2022-01-20
11,2022-01-25
11,2022-01-15
11,2022-02-03
11,2022-01-27
11,2022-01-16
11,2022-02-01
11,2022-01-11
11,2022-01-27
11,2022-01-20
11,2022-01-25
11,2022-01-24
11,2022-01-31
11,2022-01-14
11,2022-02-02
11,2022-01-21
11,2022-01-28
11,2022-01-30
11,2022-01-31
11,2022-01-13
11,2022-01-14
11,2022-02-04
11,2022-01-15
12,2022-01-15
12,2022-01-27
12,2022-02-06
12,2022-01-21
12,2022-01-08
12,2022-01-19
12,2022-01-26
12,2022-01-11
12,2022-01-22
12,2022-01-23
12,2022-01-27
12,2022-01-13
12,2022-02-01
12,2022-01-19
12,2022-01-29
12,2022-01-25
12,2022-01-16
12,2022-01-14
12,2022-01-13
12,2022-01-24
12,2022-01-25
12,2022-01-21
13,2022-01-15
13,2022-01-18
13,2022-01-15
13,2022-01-24
13,2022-01-31
13,2022-01-21
13,2022-01-17
13,2022-01-26
13,2022-02-01
13,2022-01-10
13,2022-01-20
13,2022-02-04
13,2022-01-26
13,2022-01-25
13,2022-01-18
13,2022-01-16
13,2022-02-07
13,2022-02-01
13,2022-01-17
13,2022-01-27
13,2022-01-17
13,2022-01-29
13,2022-01-27
13,2022-02-01
13,2022-01-27
13,2022-02-03
13,2022-01-12
13,2022-01-24
13,2022-01-29
13,2022-01-21
13,2022-01-29
13,2022-01-14
13,2022-01-29
13,2022-01-31
13,2022-01-15
13,2022-02-03
13,2022-01-30
13,2022-01-24
14,2022-01-16
14,2022-01-09
14,2022-01-30
14,2022-01-17
14,2022-01-30
14,2022-01-11
14,2022-01-13
14,2022-01-05
14,2022-01-24
14,2022-01-07
14,2022-01-03
14,2022-01-23
14,2022-01-29
14,2022-01-16
14,2022-01-09
14,2022-01-21
14,2022-01-21
14,2022-01-17
14,2022-01-02
14,2022-01-17
14,2022-01-30
14,2022-01-27
14,2022-01-15
15,2022-01-12
15,2022-01-18
15,2022-01-07
15,2022-01-14
15,2022-01-13
15,2022-01-19
15,2022-02-01
15,2022-01-26
15,2022-01-17
15,2022-01-25
15,2022-01-15
15,2022-01-29
15,2022-01-22
15,2022-02-04
15,2022-01-19
15,2022-01-31
15,2022-01-12
15,2022-01-31
15,2022-01-28
15,2022-01-07
16,2022-01-10
16,2022-01-15
16,2022-02-06
16,2022-02-01
16,2022-01-28
16,2022-01-22
16,2022-01-30
16,2022-01-18
16,2022-01-12
16,2022-01-25
16,2022-02-06
16,2022-01-28
16,2022-01-24
16,2022-01-18
16,2022-01-18
16,2022-01-30
16,2022-01-24
16,2022-02-02
16,2022-02-08
16,2022-01-26
16,2022-02-08
16,2022-01-28
16,2022-01-12
16,2022-01-15
16,2022-01-24
16,2022-01-20
16,2022-01-21
16,2022-02-03
16,2022-02-06
16,2022-01-27
17,2022-02-07
17,2022-01-21
17,2022-01-27
17,2022-02-03
17,2022-01-27
17,2022-01-26
17,2022-02-03
17,2022-01-14
17,2022-01-12
17,2022-02-06
17,2022-02-01
17,2022-02-05
17,2022-02-03
17,2022-01-11
17,2022-01-30
17,2022-01-13
17,2022-01-12
17,2022-01-12
18,2022-01-12
18,2022-02-04
18,2022-01-19
18,2022-01-30
18,2022-01-18
18,2022-01-10
18,2022-01-24
18,2022-01-26
18,2022-01-10
18,2022-02-02
18,2022-02-03
18,2022-01-12
18,2022-02-06
18,2022-02-02
18,2022-01-13
18,2022-01-16
18,2022-02-07
18,2022-01-19
18,2022-01-25
18,2022-01-25
18,2022-01-26
18,2022-01-29
18,2022-02-08
18,2022-01-17
18,2022-01-19
18,2022-01-28
18,2022-01-16
18,2022-01-25
18,2022-02-03
18,2022-02-06
18,2022-01-21
18,2022-01-27
18,2022-02-03
18,2022-02-01
18,2022-02-02
18,2022-01-27
18,2022-01-19
18,2022-01-27
18,2022-01-16
18,2022-01-10
18,2022-01-10
18,2022-01-10
18,2022-01-11
18,2022-01-22
18,2022-01-13
18,2022-02-03
18,2022-01-28
18,2022-02-04
19,2022-01-26
19,2022-01-08
19,2022-01-07
19,2022-01-17
19,2022-01-28
19,2022-01-22
19,2022-01-07
19,2022-01-22
19,2022-01-17
19,2022-01-26
19,2022-01-07
19,2022-01-07
19,2022-01-15
19,2022-02-04
19,2022-01-07
19,2022-01-21
19,2022-02-04
19,2022-01-19
19,2022-01-19
19,2022-01-16
19,2022-02-03
19,2022-02-02
19,2022-02-04
19,2022-01-19
19,2022-02-03
19,2022-01-16
20,2022-01-18
20,2022-01-23
20,2022-02-01
20,2022-01-07
20,2022-01-30
20,2022-01-26
20,2022-01-19
20,2022-01-23
20,2022-01-25
20,2022-01-25
20,2022-01-15
20,2022-01-10
20,2022-01-15
20,2022-01-10
20,2022-02-02
20,2022-01-07
20,2022-02-03
20,2022-01-19
20,2022-01-16
20,2022-01-23
20,2022-01-20
20,2022-01-16
20,2022-01-14
20,2022-01-22
20,2022-01-14
20,2022-01-23
20,2022-01-20
20,2022-01-12
20,2022-01-12
20,2022-01-18
20,2022-01-24
20,2022-01-24
20,2022-01-18
20,2022-01-12
20,2022-01-24
20,2022-01-31
20,2022-01-15
20,2022-01-30
20,2022-01-05
20,2022-01-25
20,2022-01-29
20,2022-01-23
20,2022-01-30
20,2022-01-14
20,2022-01-26
20,2022-02-01
20,2022-01-11
20,2022-01-06
20,2022-01-08
21,2022-01-11
21,2022-01-19
21,2022-01-14
21,2022-01-31
21,2022-02-02
21,2022-01-18
21,2022-01-16
21,2022-01-15
21,2022-02-05
21,2022-01-16
21,2022-01-24
21,2022-01-07
21,2022-01-23
21,2022-01-09
21,2022-02-01
21,2022-01-07
21,2022-01-27
21,2022-01-26
21,2022-01-31
21,2022-01-09
21,2022-01-25
21,2022-01-15
21,2022-01-13
21,2022-01-18
21,2022-01-30
21,2022-01-29
21,2022-02-01
21,2022-01-16
21,2022-01-08
21,2022-02-03
21,2022-01-23
21,2022-01-24
21,2022-01-07
21,2022-02-04
22,2022-01-30
22,2022-01-15
22,2022-01-16
22,2022-01-06
22,2022-01-12
22,2022-01-08
22,2022-01-15
22,2022-01-07
22,2022-01-24
22,2022-01-21
22,2022-01-23
22,2022-01-13
22,2022-01-23
22,2022-01-11
22,2022-01-03
22,2022-01-17
22,2022-01-27
22,2022-01-07
22,2022-01-12
22,2022-01-13
22,2022-01-13
22,2022-01-08
22,2022-02-01
22,2022-01-26
22,2022-01-27
22,2022-01-10
22,2022-01-05
23,2022-02-02
23,2022-01-13
23,2022-01-13
23,2022-02-02
23,2022-01-22
23,2022-01-31
23,2022-01-31
23,2022-01-08
23,2022-01-22
23,2022-01-09
23,2022-01-06
23,2022-01-09
23,2022-01-13
23,2022-01-21
23,2022-01-22
23,2022-01-05
23,2022-01-08
23,2022-01-15
23,2022-01-23
23,2022-01-14
23,2022-01-24
23,2022-02-01
23,2022-01-11
23,2022-02-03
23,2022-01-29
23,2022-01-06
23,2022-01-23
23,2022-02-03
23,2022-01-10
23,2022-01-23
23,2022-01-12
23,2022-01-08
23,2022-01-30
23,2022-01-30
23,2022-02-02
23,2022-01-05
23,2022-02-01
23,2022-01-27
23,2022-01-31
23,2022-01-16
23,2022-01-08
23,2022-01-18
23,2022-01-11
23,2022-01-23
23,2022-01-20
24,2022-02-02
24,2022-01-24
24,2022-02-04
24,2022-01-27
24,2022-01-14
24,2022-02-03
24,2022-01-17
24,2022-01-21
24,2022-02-02
24,2022-01-26
24,2022-01-27
24,2022-01-31
24,2022-01-20
24,2022-01-16
24,2022-01-20
24,2022-01-21
24,2022-01-11
24,2022-01-15
24,2022-01-21
24,2022-01-11
24,2022-01-23
24,2022-01-27
24,2022-01-14
25,2022-01-08
25,2022-01-24
25,2022-01-18
25,2022-01-22
25,2022-01-18
25,2022-01-18
25,2022-01-07
25,2022-01-17
26,2022-02-01
26,2022-01-04
26,2022-01-10
26,2022-01-06
26,2022-01-18
26,2022-01-23
26,2022-01-09
26,2022-01-18
26,2022-01-25
26,2022-01-10
26,2022-01-20
26,2022-01-28
26,2022-01-30
26,2022-01-06
26,2022-01-20
27,2022-01-11
27,2022-01-21
27,2022-01-12
27,2022-01-19
27,2022-02-03
27,2022-01-18
27,2022-02-05
27,2022-02-03
27,2022-01-15
27,2022-01-18
27,2022-01-30
27,2022-01-07
27,2022-01-20
27,2022-01-16
27,2022-01-18
27,2022-01-17
27,2022-01-07
28,2022-01-25
28,2022-02-04
28,2022-01-22
28,2022-01-06
28,2022-01-16
28,2022-01-13
28,2022-01-07
28,2022-02-04
28,2022-01-16
28,2022-01-23
28,2022-02-04
28,2022-01-29
28,2022-02-01
28,2022-01-27
28,2022-01-16
28,2022-01-18
28,2022-01-06
28,2022-01-18
28,2022-02-01
28,2022-01-22
28,2022-01-21
28,2022-01-19
28,2022-01-06
28,2022-01-10
28,2022-01-27
28,2022-01-06
28,2022-01-22
28,2022-01-25
28,2022-01-23
28,2022-02-02
28,2022-01-28
28,2022-01-07
29,2022-01-27
29,2022-01-16
29,2022-01-21
29,2022-02-01
29,2022-01-26
29,2022-01-27
29,2022-01-22
29,2022-01-09
30,2022-01-18
30,2022-01-15
30,2022-01-12
30,2022-01-30
30,2022-01-28
30,2022-01-11
30,2022-01-17
30,2022-01-04
30,2022-01-07
30,2022-01-30
30,2022-01-21
30,2022-01-21
30,2022-01-27
30,2022-01-12
30,2022-01-24
30,2022-01-05
30,2022-01-16
30,2022-01-29
30,2022-01-31
30,2022-01-28
30,2022-01-20
30,2022-01-31
30,2022-01-11
30,2022-01-18
30,2022-01-12
30,2022-01-13
30,2022-01-19
30,2022-01-16
30,2022-01-21
30,2022-01-20
30,2022-01-08
30,2022-01-12
30,2022-01-08
30,2022-01-07
30,2022-01-13
30,2022-01-10
30,2022-01-28
30,2022-01-06
31,2022-01-13
31,2022-01-31
31,2022-01-25
31,2022-02-01
31,2022-01-31
31,2022-02-07
31,2022-02-07
31,2022-01-12
31,2022-01-22
31,2022-01-23
31,2022-01-22
31,2022-01-17
31,2022-01-13
31,2022-01-30
31,2022-01-25
31,2022-01-24
31,2022-01-27
31,2022-01-14
31,2022-01-31
31,2022-01-12
31,2022-01-29
31,2022-02-06
31,2022-02-05
31,2022-01-20
31,2022-01-11
31,2022-01-20
31,2022-02-01
31,2022-01-27
31,2022-01-14
31,2022-01-16
31,2022-01-09
31,2022-01-11
31,2022-01-24
31,2022-02-04
31,2022-01-10
32,2022-01-15
32,2022-01-13
32,2022-01-24
32,2022-02-01
32,2022-01-15
32,2022-01-14
32,2022-01-26
32,2022-01-20
32,2022-01-15
32,2022-02-03
32,2022-02-02
32,2022-01-29
32,2022-01-29
32,2022-01-24
32,2022-02-02
32,2022-01-31
32,2022-02-05
32,2022-02-05
32,2022-01-10
32,2022-01-19
32,2022-01-20
32,2022-01-22
32,2022-01-14
32,2022-02-04
32,2022-01-10
32,2022-01-24
32,2022-01-23
32,2022-02-01
32,2022-01-30
32,2022-02-04
32,2022-01-22
32,2022-02-03
32,2022-01-20
32,2022-01-08
33,2022-01-21
33,2022-02-06
33,2022-01-26
33,2022-01-17
33,2022-01-18
33,2022-01-21
33,2022-01-31
33,2022-01-31
33,2022-01-30
33,2022-01-30
33,2022-01-20
33,2022-02-04
33,2022-01-15
33,2022-01-10
33,2022-01-24
33,2022-01-12
33,2022-02-03
33,2022-01-28
33,2022-01-25
33,2022-02-02
33,2022-01-26
33,2022-02-03
33,2022-01-21
33,2022-02-03
33,2022-02-07
33,2022-01-26
33,2022-01-22
33,2022-01-26
33,2022-01-14
33,2022-01-31
33,2022-02-07
33,2022-01-29
33,2022-01-21
33,2022-02-07
33,2022-01-28
33,2022-01-20
34,2022-01-25
34,2022-01-25
34,2022-01-10
34,2022-02-02
34,2022-01-12
34,2022-01-16
34,2022-01-20
34,2022-01-20
34,2022-01-18
34,2022-01-06
34,2022-01-28
34,2022-01-11
34,2022-02-03
34,2022-01-31
34,2022-01-25
34,2022-01-30
34,2022-01-17
34,2022-01-21
34,2022-02-01
34,2022-02-01
34,2022-01-10
34,2022-01-15
34,2022-01-10
34,2022-01-07
34,2022-01-31
34,2022-01-21
34,2022-01-26
35,2022-01-17
35,2022-01-30
35,2022-01-06
35,2022-02-01
35,2022-01-13
35,2022-01-28
36,2022-01-18
36,2022-01-26
36,2022-01-25
36,2022-01-12
36,2022-01-13
36,2022-02-02
36,2022-01-28
36,2022-01-30
36,2022-01-30
36,2022-02-05
36,2022-01-11
36,2022-02-02
36,2022-02-04
36,2022-01-20
36,2022-02-02
36,2022-01-30
36,2022-01-27
36,2022-01-14
36,2022-01-14
36,2022-01-09
36,2022-02-02
36,2022-01-28
36,2022-01-09
36,2022-02-01
36,2022-01-11
36,2022-01-20
36,2022-01-08
36,2022-02-04
36,2022-01-09
37,2022-01-07
37,2022-01-21
37,2022-02-05
37,2022-01-25
37,2022-01-21
37,2022-01-10
37,2022-01-30
37,2022-02-04
37,2022-01-12
37,2022-01-24
37,2022-01-29
37,2022-02-04
37,2022-01-11
37,2022-01-31
37,2022-01-28
37,2022-01-28
37,2022-01-29
37,2022-01-24
37,2022-01-28
37,2022-01-24
37,2022-01-28
37,2022-01-17
37,2022-01-15
37,2022-01-18
37,2022-01-21
37,2022-01-23
37,2022-02-05
37,2022-02-04
37,2022-01-21
37,2022-02-02
37,2022-01-21
37,2022-01-24
37,2022-01-30
37,2022-01-13
37,2022-02-05
37,2022-02-03
37,2022-01-31
37,2022-01-27
37,2022-01-27
37,2022-02-03
37,2022-01-17
37,2022-01-12
38,2022-01-24
38,2022-01-10
38,2022-01-15
38,2022-01-24
38,2022-01-06
38,2022-01-24
38,2022-01-18
38,2022-01-05
38,2022-01-05
38,2022-01-16
38,2022-01-26
38,2022-02-01
38,2022-01-10
38,2022-01-05
38,2022-01-22
38,2022-01-03
38,2022-01-20
38,2022-01-18
38,2022-01-13
38,2022-01-05
38,2022-01-29
38,2022-01-12
38,2022-01-14
38,2022-01-03
38,2022-02-01
38,2022-01-23
38,2022-01-12
38,2022-01-31
38,2022-01-24
38,2022-01-14
38,2022-01-11
38,2022-01-06
38,2022-01-13
38,2022-01-28
38,2022-01-20
38,2022-01-29
38,2022-01-07
38,2022-01-24
38,2022-01-11
38,2022-01-28
38,2022-01-09
38,2022-01-22
38,2022-01-12
38,2022-01-04
38,2022-01-24
39,2022-01-18
39,2022-01-26
39,2022-01-18
39,2022-02-08
39,2022-01-12
39,2022-01-17
39,2022-01-29
39,2022-01-21
39,2022-02-01
39,2022-01-22
39,2022-02-03
39,2022-01-26
39,2022-01-14
39,2022-01-31
39,2022-01-27
39,2022-02-06
39,2022-01-29
39,2022-01-30
39,2022-02-03
39,2022-01-15
39,2022-01-10
39,2022-01-29
39,2022-02-01
39,2022-01-27
39,2022-01-18
39,2022-02-03
39,2022-01-23
39,2022-01-14
39,2022-01-29
39,2022-01-17
39,2022-01-17
39,2022-02-02
39,2022-02-05
39,2022-01-24
40,2022-01-16
40,2022-01-08
40,2022-01-25
40,2022-01-04
40,2022-01-25
40,2022-01-06
40,2022-01-10
40,2022-01-03
40,2022-01-22
40,2022-01-29
40,2022-01-24
40,2022-01-02
40,2022-01-22
40,2022-01-10
40,2022-01-26
40,2022-01-21
40,2022-01-27
40,2022-01-10
40,2022-01-27
41,2022-01-27
41,2022-01-06
41,2022-01-28
41,2022-01-20
41,2022-01-19
41,2022-01-14
41,2022-01-14
41,2022-01-06
41,2022-01-27
41,2022-01-16
41,2022-01-07
41,2022-01-08
41,2022-01-28
41,2022-01-23
41,2022-01-07
41,2022-01-27
41,2022-02-01
41,2022-01-30
41,2022-01-23
41,2022-01-19
41,2022-01-22
41,2022-01-14
41,2022-01-08
41,2022-01-30
41,2022-01-31
42,2022-01-26
42,2022-01-05
42,2022-01-13
42,2022-01-21
42,2022-01-27
42,2022-01-12
42,2022-01-22
42,2022-01-31
42,2022-01-30
42,2022-01-27
42,2022-01-21
42,2022-01-31
42,2022-02-01
42,2022-01-05
42,2022-01-22
42,2022-01-24
43,2022-02-05
43,2022-01-15
43,2022-01-15
43,2022-01-31
43,2022-01-10
43,2022-02-05
43,2022-01-10
44,2022-01-18
44,2022-01-21
44,2022-02-04
44,2022-01-21
44,2022-01-28
44,2022-01-11
44,2022-01-25
44,2022-01-23
44,2022-01-11
45,2022-01-27
45,2022-01-12
45,2022-01-22
45,2022-01-27
45,2022-01-21
45,2022-01-12
45,2022-01-17
45,2022-01-10
45,2022-01-19
45,2022-01-30
45,2022-01-08
45,2022-01-10
45,2022-01-02
45,2022-01-06
45,2022-01-06
45,2022-01-27
45,2022-01-22
45,2022-01-18
45,2022-01-28
45,2022-01-14
45,2022-01-26
46,2022-01-23
46,2022-01-27
46,2022-01-29
46,2022-01-20
46,2022-01-28
46,2022-01-24
46,2022-01-23
46,2022-01-20
46,2022-01-24
46,2022-01-24
46,2022-01-07
46,2022-01-18
46,2022-01-24
46,2022-01-25
46,2022-02-02
46,2022-01-08
46,2022-01-08
46,2022-01-12
46,2022-01-26
46,2022-01-20
46,2022-01-23
46,2022-01-08
46,2022-01-28
46,2022-01-16
46,2022-01-19
46,2022-01-20
46,2022-01-16
46,2022-01-28
46,2022-01-26
46,2022-01-05
46,2022-01-28
46,2022-01-24
46,2022-01-11
46,2022-01-20
46,2022-01-07
46,2022-01-11
46,2022-01-04
46,2022-01-25
46,2022-01-16
46,2022-01-21
46,2022-01-08
46,2022-01-26
46,2022-02-01
47,2022-01-05
47,2022-01-23
47,2022-01-03
47,2022-01-24
47,2022-01-12
47,2022-01-24
47,2022-01-16
47,2022-01-26
47,2022-01-04
47,2022-01-23
47,2022-01-23
47,2022-01-06
47,2022-01-25
48,2022-01-17
48,2022-01-28
48,2022-01-23
48,2022-01-23
48,2022-01-17
48,2022-01-10
48,2022-01-18
48,2022-01-06
48,2022-01-19
48,2022-01-17
48,2022-01-29
48,2022-01-26
48,2022-01-09
48,2022-01-11
48,2022-01-10
48,2022-01-29
48,2022-01-27
48,2022-01-12
48,2022-01-11
48,2022-01-14
48,2022-01-15
48,2022-01-14
48,2022-01-22
48,2022-01-28
48,2022-01-12
48,2022-01-06
48,2022-01-12
48,2022-01-09
48,2022-01-28
48,2022-01-16
48,2022-01-11
48,2022-01-19
48,2022-01-03
48,2022-01-25
48,2022-01-30
48,2022-01-06
48,2022-01-16
48,2022-01-08
48,2022-01-29
48,2022-01-31
48,2022-01-28
48,2022-01-08
48,2022-01-18
48,2022-01-14
48,2022-01-26
48,2022-01-10
49,2022-01-07
49,2022-01-27
49,2022-01-08
49,2022-02-01
49,2022-01-30
49,2022-01-28
49,2022-01-31
49,2022-01-11
49,2022-01-12
49,2022-01-09
49,2022-01-18
49,2022-01-29
49,2022-01-12
49,2022-01-24
49,2022-01-28
49,2022-01-28
49,2022-01-11
49,2022-01-06
49,2022-01-21
49,2022-01-15
49,2022-01-15
49,2022-02-04
49,2022-02-01
49,2022-01-21
50,2022-01-22
50,2022-01-17
50,2022-01-18
50,2022-01-20
50,2022-02-06
50,2022-01-19
50,2022-01-14
50,2022-01-25
50,2022-02-02
50,2022-01-25
50,2022-01-21
50,2022-01-22
50,2022-01-29
51,2022-01-16
51,2022-02-07
51,2022-01-24
51,2022-02-04
51,2022-02-03
51,2022-02-05
51,2022-01-24
51,2022-02-04
51,2022-01-21
51,2022-01-21
51,2022-01-14
51,2022-01-25
51,2022-01-23
51,2022-01-12
51,2022-01-23
51,2022-01-25
51,2022-02-01
51,2022-01-22
51,2022-01-29
51,2022-01-13
51,2022-01-23
51,2022-01-25
51,2022-01-12
51,2022-01-11
52,2022-01-05
52,2022-01-08
52,2022-01-05
52,2022-01-30
52,2022-01-19
52,2022-01-30
52,2022-02-03
52,2022-01-20
52,2022-01-14
52,2022-02-03
53,2022-01-14
53,2022-01-15
53,2022-01-12
53,2022-01-19
53,2022-01-08
53,2022-01-19
53,2022-01-26
53,2022-02-05
53,2022-02-04
53,2022-01-14
53,2022-01-25
53,2022-02-03
53,2022-01-27
53,2022-02-02
53,2022-02-05
54,2022-01-17
54,2022-01-29
54,2022-01-21
54,2022-01-30
54,2022-01-31
54,2022-01-11
54,2022-01-15
54,2022-01-10
54,2022-01-09
54,2022-01-30
54,2022-01-30
54,2022-01-09
54,2022-01-19
54,2022-01-20
54,2022-01-23
54,2022-01-19
54,2022-01-31
54,2022-01-25
54,2022-01-23
54,2022-01-24
54,2022-01-14
54,2022-01-21
54,2022-01-20
54,2022-02-06
54,2022-02-05
54,2022-01-19
54,2022-01-14
54,2022-01-10
54,2022-02-07
54,2022-01-17
54,2022-02-05
54,2022-01-19
54,2022-01-21
54,2022-01-14
54,2022-01-17
54,2022-01-21
54,2022-01-21
55,2022-01-17
55,2022-02-02
55,2022-01-14
55,2022-01-09
55,2022-01-31
55,2022-01-30
55,2022-01-18
55,2022-01-13
55,2022-02-05
55,2022-01-22
55,2022-01-27
55,2022-01-15
55,2022-02-06
55,2022-01-18
55,2022-01-30
55,2022-02-05
55,2022-02-02
55,2022-02-02
55,2022-01-22
55,2022-01-31
55,2022-02-02
55,2022-02-05
55,2022-01-11
55,2022-02-05
55,2022-01-28
55,2022-02-01
55,2022-01-11
55,2022-02-06
55,2022-01-23
55,2022-01-23
55,2022-02-02
55,2022-02-02
55,2022-01-10
55,2022-01-29
55,2022-01-20
55,2022-01-13
55,2022-01-30
55,2022-01-14
55,2022-01-14
55,2022-01-13
55,2022-01-24
55,2022-01-20
55,2022-01-16
55,2022-02-03
55,2022-01-24
55,2022-01-15
56,2022-01-29
56,2022-01-03
56,2022-01-10
56,2022-01-14
56,2022-01-23
56,2022-01-09
56,2022-01-29
56,2022-01-09
56,2022-01-26
56,2022-01-24
56,2022-01-08
56,2022-01-26
56,2022-02-01
56,2022-01-27
56,2022-01-19
56,2022-01-27
56,2022-01-07
56,2022-01-23
57,2022-01-18
57,2022-01-22
57,2022-01-21
57,2022-01-04
57,2022-01-12
57,2022-01-30
57,2022-01-25
57,2022-01-18
57,2022-01-23
57,2022-01-26
57,2022-01-12
57,2022-01-30
57,2022-01-05
57,2022-01-26
57,2022-01-25
57,2022-01-09
58,2022-01-10
58,2022-01-22
58,2022-01-09
58,2022-01-24
58,2022-01-18
58,2022-01-20
58,2022-02-02
58,2022-02-02
58,2022-01-05
58,2022-01-13
58,2022-01-23
58,2022-01-12
58,2022-01-16
58,2022-01-21
58,2022-01-28
58,2022-01-16
58,2022-01-29
58,2022-02-03
58,2022-01-23
58,2022-01-09
58,2022-01-26
58,2022-01-24
58,2022-01-24
58,2022-01-06
58,2022-01-05
58,2022-01-14
58,2022-01-31
58,2022-01-15
58,2022-01-09
58,2022-01-10
58,2022-01-07
58,2022-01-20
58,2022-01-18
58,2022-01-29
58,2022-01-20
58,2022-01-16
58,2022-01-07
58,2022-02-03
