player_id,purchase_datetime,price,purchase_id
32,2022-07-03,10.65,10074
32,2022-04-17,17.24,10075
33,2022-08-31,26.78,10076
33,2022-01-11,25.34,10077
33,2022-10-07,32.71,10078
33,2022-01-14,46.16,10079
34,2022-09-25,29.78,10080
35,2022-02-24,3.91,10081
36,2022-09-26,29.11,10082
36,2022-06-15,46.66,10083
36,2022-10-24,49.92,10084
37,2022-03-21,14.47,10085
37,2022-08-11,39.98,10086
37,2022-04-19,29.93,10087
37,2022-10-03,8.33,10088
38,2022-03-28,7.8,10089
38,2022-04-19,30.14,10090
38,2022-08-07,34.12,10091
38,2022-06-01,41.03,10092
39,2022-10-26,28.7,10093
40,2022-10-28,27.63,10094
40,2022-12-13,36.89,10095
41,2022-05-18,28.81,10096
41,2022-09-24,30.1,10097
41,2022-09-24,5.15,10098
42,2022-09-22,10.61,10099
43,2022-02-03,44.86,10100
43,2022-10-14,12.49,10101
44,2022-06-11,3.73,10102
44,2022-10-21,7.94,10103
45,2022-09-11,6.63,10104
46,2022-07-13,47.31,10105
46,2022-03-04,13.2,10106
46,2022-10-14,35.09,10107
47,2022-01-27,22.64,10108
47,2022-05-02,5.97,10109
47,2022-07-14,37.54,10110
48,2022-11-09,3.15,10111
49,2022-10-19,20.14,10112
49,2022-04-14,15.81,10113
49,2022-12-05,13.18,10114
49,2022-08-18,1.7,10115
50,2022-10-06,7.68,10116
51,2022-03-28,28.27,10117
51,2022-08-08,28.83,10118
51,2022-11-27,31.24,10119
52,2022-01-22,7.45,10120
52,2022-09-11,21.78,10121
52,2022-11-26,3.98,10122
52,2022-06-01,32.47,10123
53,2022-05-17,30.04,10124
54,2022-03-25,8.59,10125
55,2022-11-19,26.51,10126
56,2022-12-25,35.58,10127
57,2022-09-14,34.97,10128
57,2022-01-28,35.06,10129
58,2022-08-11,29.54,10130
58,2022-02-11,36.63,10131
58,2022-08-18,9.74,10132
59,2022-07-17,45.39,10133
59,2022-11-23,21.28,10134
59,2022-11-11,20.66,10135
59,2022-12-05,41.82,10136
60,2022-10-25,35.16,10137
61,2022-07-14,40.26,10138
62,2022-04-04,18.25,10139
63,2022-01-22,9.04,10140
63,2022-11-10,7.66,10141
63,2022-03-05,7.51,10142
63,2022-10-14,13.25,10143
64,2022-08-23,49.67,10144
64,2022-04-19,46.22,10145
65,2022-08-15,47.57,10146
66,2022-09-23,49.17,10147
66,2022-01-22,45.33,10148
67,2022-05-23,6.16,10149
68,2022-12-20,17.93,10150
69,2022-05-25,39.55,10151
69,2022-10-24,13.63,10152
69,2022-03-14,40.31,10153
69,2022-12-16,27.91,10154
70,2022-10-10,35.93,10155
70,2022-03-15,45.79,10156
71,2022-08-14,5.29,10157
71,2022-12-11,17.76,10158
72,2022-01-18,2.86,10159
72,2022-10-26,29.2,10160
72,2022-10-08,17.03,10161
73,2022-12-20,15.88,10162
74,2022-10-26,26.6,10163
74,2022-05-03,2.64,10164
74,2022-10-28,7.8,10165
74,2022-04-30,44.29,10166
75,2022-09-24,40.72,10167
75,2022-08-08,47.33,10168
75,2022-09-14,24.07,10169
75,2022-06-28,11.11,10170
76,2022-12-01,1.82,10171
77,2022-12-06,3.44,10172
78,2022-11-21,44.62,10173
78,2022-04-13,9.62,10174
79,2022-11-11,34.72,10175
79,2022-10-13,19.66,10176
79,2022-08-15,9.52,10177
80,2022-04-19,37.71,10178
81,2022-05-03,10.24,10179
81,2022-01-13,22.21,10180
81,2022-06-07,35.54,10181
81,2022-03-30,17.76,10182
82,2022-09-16,7.16,10183
82,2022-03-08,15.07,10184
83,2022-01-04,48.64,10185
83,2022-12-07,8.09,10186
83,2022-07-06,21.3,10187
84,2022-01-29,47.21,10188
85,2022-12-01,47.16,10189
86,2022-05-27,39.25,10190
86,2022-01-07,17.21,10191
86,2022-04-08,30.04,10192
87,2022-09-10,45.26,10193
87,2022-10-28,15.5,10194
87,2022-09-16,41.49,10195
87,2022-07-03,45.92,10196
88,2022-10-24,46.15,10197
88,2022-11-26,45.47,10198
88,2022-12-23,44.7,10199
88,2022-10-25,20.47,10200
89,2022-02-16,25.05,10201
89,2022-01-01,5.6,10202
89,2022-08-07,7.11,10203
90,2022-01-25,31.93,10204
90,2022-01-01,48.65,10205
90,2022-01-27,44.7,10206
90,2022-10-04,44.54,10207
91,2022-07-22,7.07,10208
91,2022-06-29,21.84,10209
91,2022-06-03,8.96,10210
91,2022-12-30,34.35,10211
92,2022-01-02,36.08,10212
93,2022-12-23,30.7,10213
94,2022-06-27,40.25,10214
95,2022-01-01,33.77,10215
96,2022-04-09,41.97,10216
96,2022-10-17,3.27,10217
96,2022-07-13,19.36,10218
96,2022-05-22,15.59,10219
97,2022-12-03,29.22,10220
97,2022-11-03,9.13,10221
97,2022-01-24,43.05,10222
97,2022-06-26,36.8,10223
98,2022-01-06,41.96,10224
98,2022-11-04,30.6,10225
99,2022-12-21,2.74,10226
100,2022-11-09,11.02,10227
100,2022-03-28,42.16,10228
100,2022-06-28,25.33,10229
100,2022-07-06,24.79,10230
101,2022-07-22,28.87,10231
101,2022-01-24,3.36,10232
101,2022-08-13,42.65,10233
101,2022-02-22,47.25,10234
102,2022-02-21,24.29,10235
102,2022-04-29,37.12,10236
102,2022-08-16,30.73,10237
103,2022-09-12,20.69,10238
103,2022-01-09,1.26,10239
103,2022-09-13,19.03,10240
104,2022-10-21,43.22,10241
105,2022-02-12,41.82,10242
105,2022-03-24,26.92,10243
106,2022-06-07,28.39,10244
106,2022-05-09,22.88,10245
106,2022-12-02,13.5,10246
107,2022-08-06,9.91,10247
108,2022-04-01,4.57,10248
108,2022-05-14,21.26,10249
108,2022-06-24,22.56,10250
109,2022-06-21,19.53,10251
110,2022-02-08,23.02,10252
110,2022-12-30,14.01,10253
111,2022-06-10,5.72,10254
112,2022-10-08,49.35,10255
112,2022-11-30,12.7,10256
112,2022-11-12,3.71,10257
112,2022-05-13,46.82,10258
113,2022-08-19,43.49,10259
113,2022-08-13,38.22,10260
113,2022-02-14,30.52,10261
114,2022-12-17,40.34,10262
114,2022-02-27,32.07,10263
114,2022-12-23,18.73,10264
115,2022-06-15,7.65,10265
115,2022-07-23,10.78,10266
115,2022-11-03,31.55,10267
116,2022-05-17,33.37,10268
116,2022-11-03,39.0,10269
116,2022-09-08,34.5,10270
117,2022-12-21,43.36,10271
118,2022-11-25,41.43,10272
118,2022-05-19,3.61,10273
118,2022-07-03,44.58,10274
119,2022-08-13,24.49,10275
119,2022-05-28,16.08,10276
119,2022-08-04,5.55,10277
120,2022-10-21,23.22,10278
120,2022-05-18,27.85,10279
120,2022-08-18,28.54,10280
120,2022-02-17,3.09,10281
121,2022-02-01,9.58,10282
121,2022-05-30,22.43,10283
121,2022-01-05,45.87,10284
122,2022-03-25,23.06,10285
123,2022-03-04,30.05,10286
123,2022-03-24,28.06,10287
124,2022-10-30,30.53,10288
124,2022-06-30,23.61,10289
124,2022-02-20,27.16,10290
125,2022-07-04,24.75,10291
125,2022-07-12,10.66,10292
125,2022-06-10,29.33,10293
125,2022-12-22,29.52,10294
126,2022-03-01,30.36,10295
126,2022-06-03,9.88,10296
126,2022-11-04,49.48,10297
126,2022-02-12,35.14,10298
127,2022-04-30,22.6,10299
128,2022-07-23,33.8,10300
128,2022-03-11,4.81,10301
128,2022-08-27,6.46,10302
129,2022-12-03,16.34,10303
129,2022-11-30,14.78,10304
130,2022-12-06,25.8,10305
130,2022-08-26,18.35,10306
130,2022-07-01,44.18,10307
131,2022-11-11,0.99,10308
131,2022-08-09,5.65,10309
132,2022-04-27,20.29,10310
132,2022-11-25,33.95,10311
133,2022-12-27,45.48,10312
133,2022-07-06,3.91,10313
134,2022-06-10,23.64,10314
134,2022-12-26,6.03,10315
134,2022-08-04,27.08,10316
135,2022-10-09,25.9,10317
135,2022-02-22,37.3,10318
135,2022-08-26,20.43,10319
136,2022-10-19,43.29,10320
136,2022-06-28,28.69,10321
136,2022-01-22,44.17,10322
136,2022-01-04,19.31,10323
137,2022-05-07,12.57,10324
138,2022-11-25,8.23,10325
138,2022-06-19,28.98,10326
139,2022-04-13,20.96,10327
139,2022-04-30,38.35,10328
139,2022-10-23,12.01,10329
139,2022-02-23,20.01,10330
140,2022-02-14,20.98,10331
140,2022-01-08,47.41,10332
140,2022-05-12,30.43,10333
141,2022-07-22,44.97,10334
141,2022-02-18,42.65,10335
142,2022-10-04,11.79,10336
142,2022-07-12,7.71,10337
142,2022-01-28,18.94,10338
142,2022-09-05,37.14,10339
143,2022-11-29,6.04,10340
144,2022-01-14,24.14,10341
145,2022-09-25,2.85,10342
145,2022-12-10,30.0,10343
145,2022-03-16,36.94,10344
146,2022-04-15,38.99,10345
146,2022-08-30,14.44,10346
146,2022-08-30,45.07,10347
147,2022-11-11,13.23,10348
148,2022-10-10,7.62,10349
148,2022-06-01,30.29,10350
148,2022-08-16,21.17,10351
149,2022-02-09,42.14,10352
149,2022-03-25,13.85,10353
150,2022-08-27,32.33,10354
150,2022-07-09,47.69,10355
150,2022-10-11,44.01,10356
151,2022-06-20,12.21,10357
151,2022-02-11,8.46,10358
152,2022-10-07,23.01,10359
152,2022-10-19,30.96,10360
153,2022-08-23,28.24,10361
153,2022-07-01,10.59,10362
154,2022-01-15,25.54,10363
154,2022-05-04,48.79,10364
154,2022-03-21,2.61,10365
155,2022-06-02,31.85,10366
155,2022-08-09,16.17,10367
156,2022-09-12,9.5,10368
157,2022-03-23,47.69,10369
157,2022-01-03,8.98,10370
157,2022-04-20,43.63,10371
158,2022-03-30,33.46,10372
159,2022-10-18,12.39,10373
160,2022-03-31,15.78,10374
161,2022-09-16,19.12,10375
162,2022-09-26,26.66,10376
163,2022-10-08,24.86,10377
163,2022-05-20,14.74,10378
163,2022-06-21,28.35,10379
164,2022-09-08,25.87,10380
164,2022-02-10,34.6,10381
164,2022-09-15,8.0,10382
164,2022-04-06,6.9,10383
165,2022-08-05,48.6,10384
165,2022-08-03,40.7,10385
165,2022-07-13,13.31,10386
166,2022-04-13,30.83,10387
167,2022-10-16,37.94,10388
167,2022-04-07,47.45,10389
167,2022-02-14,37.6,10390
167,2022-06-22,1.1,10391
168,2022-07-04,31.58,10392
168,2022-07-18,3.49,10393
168,2022-01-12,4.64,10394
168,2022-01-31,31.83,10395
169,2022-05-22,43.71,10396
169,2022-10-23,6.64,10397
169,2022-04-29,32.02,10398
170,2022-04-24,23.92,10399
170,2022-07-10,8.91,10400
170,2022-02-05,35.29,10401
170,2022-02-08,26.25,10402
171,2022-12-08,39.13,10403
171,2022-06-22,40.27,10404
171,2022-09-21,5.16,10405
171,2022-05-18,44.96,10406
172,2022-10-24,9.4,10407
172,2022-03-19,3.46,10408
172,2022-02-16,42.86,10409
173,2022-01-31,39.97,10410
174,2022-01-30,2.41,10411
174,2022-03-17,42.82,10412
174,2022-07-09,47.26,10413
174,2022-10-19,39.0,10414
175,2022-01-31,5.74,10415
175,2022-03-12,4.58,10416
175,2022-08-26,39.36,10417
175,2022-10-19,44.82,10418
176,2022-06-10,26.47,10419
176,2022-06-23,46.65,10420
176,2022-03-14,8.26,10421
176,2022-08-20,28.84,10422
177,2022-08-15,46.42,10423
177,2022-09-13,38.85,10424
177,2022-02-24,27.26,10425
177,2022-11-04,1.71,10426
178,2022-07-24,6.71,10427
178,2022-10-14,23.67,10428
178,2022-10-01,2.19,10429
179,2022-12-06,38.19,10430
179,2022-05-17,4.91,10431
179,2022-09-26,22.08,10432
180,2022-07-12,31.79,10433
180,2022-09-05,36.31,10434
180,2022-10-28,8.07,10435
180,2022-06-30,36.87,10436
181,2022-02-06,4.04,10437
181,2022-11-28,38.68,10438
181,2022-10-25,35.8,10439
182,2022-01-12,45.16,10440
182,2022-01-03,12.13,10441
182,2022-08-25,45.66,10442
183,2022-04-18,8.83,10443
184,2022-10-14,27.21,10444
184,2022-05-12,8.32,10445
184,2022-04-18,39.87,10446
184,2022-01-10,40.53,10447
185,2022-04-04,23.98,10448
186,2022-03-04,38.53,10449
186,2022-11-01,39.59,10450
186,2022-07-04,7.58,10451
186,2022-06-06,24.77,10452
187,2022-10-10,2.17,10453
187,2022-10-20,42.94,10454
187,2022-06-06,47.74,10455
187,2022-01-22,38.13,10456
188,2022-12-25,23.62,10457
188,2022-12-13,12.81,10458
188,2022-12-08,35.41,10459
189,2022-06-05,18.65,10460
189,2022-01-06,14.23,10461
189,2022-03-26,11.0,10462
190,2022-12-16,13.05,10463
191,2022-03-09,40.84,10464
192,2022-03-16,15.73,10465
192,2022-08-18,48.59,10466
193,2022-02-27,4.4,10467
194,2022-06-05,13.26,10468
194,2022-03-24,13.11,10469
194,2022-02-14,27.21,10470
195,2022-09-04,14.03,10471
195,2022-12-03,49.83,10472
195,2022-09-20,12.3,10473
196,2022-08-24,4.61,10474
196,2022-08-25,44.51,10475
197,2022-12-16,46.8,10476
197,2022-08-27,29.88,10477
197,2022-10-26,49.17,10478
198,2022-01-17,21.44,10479
198,2022-11-03,13.35,10480
199,2022-02-03,11.82,10481
199,2022-07-17,8.01,10482
199,2022-04-16,19.39,10483
199,2022-05-01,17.76,10484
200,2022-07-11,7.77,10485
200,2022-04-21,12.6,10486
201,2022-06-15,2.82,10487
201,2022-12-13,6.99,10488
201,2022-03-17,5.85,10489
202,2022-10-08,28.9,10490
202,2022-04-01,17.54,10491
202,2022-12-18,9.27,10492
203,2022-04-19,47.14,10493
204,2022-09-21,9.58,10494
204,2022-04-22,40.65,10495
204,2022-09-12,3.85,10496
204,2022-09-25,33.16,10497
205,2022-04-16,17.59,10498
205,2022-02-28,16.7,10499
206,2022-07-13,28.66,10500
206,2022-01-05,35.67,10501
206,2022-09-07,23.82,10502
206,2022-10-15,16.92,10503
207,2022-10-26,49.95,10504
208,2022-05-02,45.58,10505
209,2022-09-04,32.76,10506
209,2022-10-03,10.18,10507
209,2022-12-19,37.59,10508
209,2022-10-02,34.56,10509
210,2022-08-19,17.82,10510
211,2022-10-08,48.59,10511
211,2022-11-11,37.14,10512
211,2022-05-24,41.99,10513
212,2022-01-04,5.02,10514
212,2022-07-18,12.94,10515
213,2022-05-29,32.76,10516
213,2022-04-19,4.35,10517
213,2022-01-08,14.09,10518
213,2022-05-30,38.31,10519
214,2022-06-09,37.77,10520
214,2022-07-31,49.59,10521
214,2022-10-21,43.15,10522
215,2022-02-10,25.38,10523
216,2022-12-08,27.48,10524
217,2022-06-18,12.78,10525
218,2022-05-07,47.43,10526
218,2022-06-11,10.57,10527
219,2022-12-16,31.2,10528
219,2022-11-10,43.63,10529
219,2022-10-19,34.35,10530
220,2022-06-13,15.53,10531
220,2022-11-15,28.55,10532
220,2022-09-09,18.84,10533
220,2022-12-15,35.62,10534
221,2022-08-01,40.8,10535
221,2022-11-09,47.81,10536
222,2022-08-08,33.84,10537
222,2022-01-03,5.61,10538
222,2022-05-28,44.01,10539
223,2022-10-24,16.02,10540
223,2022-08-08,29.97,10541
223,2022-04-03,17.53,10542
223,2022-09-14,37.99,10543
224,2022-10-08,22.11,10544
224,2022-12-24,44.0,10545
224,2022-10-14,10.02,10546
224,2022-12-06,47.64,10547
225,2022-04-05,44.98,10548
225,2022-10-03,27.9,10549
226,2022-07-26,49.85,10550
226,2022-06-23,37.28,10551
227,2022-01-03,13.03,10552
227,2022-05-10,36.06,10553
227,2022-08-17,13.41,10554
227,2022-12-06,28.16,10555
228,2022-04-23,2.23,10556
228,2022-10-31,39.37,10557
229,2022-02-19,18.71,10558
229,2022-11-04,41.06,10559
230,2022-12-23,15.47,10560
230,2022-03-19,28.85,10561
230,2022-02-22,6.97,10562
231,2022-01-09,28.49,10563
231,2022-03-09,45.14,10564
232,2022-04-02,16.82,10565
232,2022-05-12,45.37,10566
232,2022-04-24,29.16,10567
232,2022-06-15,18.71,10568
233,2022-09-07,1.49,10569
233,2022-08-07,13.55,10570
233,2022-09-14,29.04,10571
234,2022-11-09,10.69,10572
234,2022-09-04,12.54,10573
234,2022-07-23,4.07,10574
234,2022-08-18,29.52,10575
235,2022-09-27,46.21,10576
235,2022-05-19,46.34,10577
236,2022-05-18,1.85,10578
237,2022-09-11,44.09,10579
237,2022-11-26,6.59,10580
237,2022-03-22,16.35,10581
238,2022-12-24,47.08,10582
239,2022-07-13,15.39,10583
239,2022-11-15,47.92,10584
239,2022-02-17,7.35,10585
240,2022-10-05,32.76,10586
240,2022-04-02,16.85,10587
241,2022-05-16,36.36,10588
242,2022-06-26,11.82,10589
242,2022-09-24,4.93,10590
243,2022-08-25,6.86,10591
243,2022-05-03,36.31,10592
243,2022-05-17,41.95,10593
244,2022-08-30,20.86,10594
244,2022-05-19,28.26,10595
245,2022-01-18,44.61,10596
245,2022-08-03,44.04,10597
245,2022-07-25,44.24,10598
246,2022-08-22,13.24,10599
246,2022-03-25,3.92,10600
247,2022-04-24,46.55,10601
247,2022-03-09,7.99,10602
248,2022-04-28,8.25,10603
249,2022-04-23,19.0,10604
249,2022-12-02,37.98,10605
249,2022-02-16,21.77,10606
249,2022-12-27,17.75,10607
250,2022-08-08,32.86,10608
250,2022-12-15,37.04,10609
251,2022-02-24,24.02,10610
251,2022-08-02,12.62,10611
251,2022-02-13,35.14,10612
251,2022-07-24,36.95,10613
252,2022-04-23,30.81,10614
253,2022-11-24,46.25,10615
253,2022-10-20,15.36,10616
254,2022-12-11,43.37,10617
254,2022-05-12,49.98,10618
255,2022-01-05,33.21,10619
255,2022-11-22,19.55,10620
255,2022-02-17,30.81,10621
256,2022-06-09,34.75,10622
256,2022-03-18,11.28,10623
256,2022-05-08,43.97,10624
256,2022-05-22,46.15,10625
257,2022-06-13,11.64,10626
258,2022-08-04,19.57,10627
259,2022-06-28,31.39,10628
259,2022-10-11,10.97,10629
259,2022-03-25,30.9,10630
259,2022-10-08,10.08,10631
260,2022-07-20,40.37,10632
261,2022-08-24,9.22,10633
261,2022-02-01,7.96,10634
261,2022-04-05,27.61,10635
262,2022-05-28,36.76,10636
263,2022-04-10,38.09,10637
263,2022-11-01,37.41,10638
264,2022-10-27,41.84,10639
264,2022-09-29,24.27,10640
264,2022-08-07,38.06,10641
264,2022-05-02,26.34,10642
265,2022-07-15,14.89,10643
266,2022-11-26,20.56,10644
266,2022-07-12,42.65,10645
266,2022-08-08,9.27,10646
267,2022-02-10,31.34,10647
267,2022-05-05,31.18,10648
267,2022-04-30,14.83,10649
267,2022-04-25,31.13,10650
268,2022-06-14,27.5,10651
268,2022-11-08,36.7,10652
268,2022-02-08,29.4,10653
269,2022-08-16,40.12,10654
269,2022-11-08,32.94,10655
269,2022-06-10,42.83,10656
269,2022-02-07,49.69,10657
270,2022-01-20,12.94,10658
270,2022-11-24,30.3,10659
270,2022-10-06,41.68,10660
270,2022-11-09,25.36,10661
271,2022-04-17,46.53,10662
272,2022-02-28,15.41,10663
273,2022-02-18,17.59,10664
274,2022-02-13,31.63,10665
275,2022-01-04,47.59,10666
276,2022-02-21,20.84,10667
276,2022-06-18,20.01,10668
276,2022-03-24,48.69,10669
277,2022-01-01,10.44,10670
278,2022-07-11,24.04,10671
278,2022-06-20,49.5,10672
278,2022-05-24,47.79,10673
279,2022-07-05,31.7,10674
279,2022-07-02,46.35,10675
279,2022-08-19,47.46,10676
279,2022-10-20,13.52,10677
280,2022-03-14,24.52,10678
280,2022-12-26,34.13,10679
280,2022-02-10,5.22,10680
281,2022-05-09,19.76,10681
282,2022-06-23,19.9,10682
282,2022-03-18,18.96,10683
282,2022-05-17,5.51,10684
282,2022-05-30,26.72,10685
283,2022-06-11,26.63,10686
284,2022-10-01,41.72,10687
284,2022-07-09,11.02,10688
285,2022-07-25,21.59,10689
286,2022-01-21,43.64,10690
287,2022-02-17,34.13,10691
287,2022-02-04,2.92,10692
287,2022-11-27,36.37,10693
287,2022-03-02,18.83,10694
288,2022-02-03,2.05,10695
288,2022-10-30,13.7,10696
289,2022-03-05,6.06,10697
289,2022-05-23,49.27,10698
289,2022-02-09,8.57,10699
290,2022-06-28,36.32,10700
290,2022-05-10,5.39,10701
291,2022-10-20,21.25,10702
291,2022-10-05,28.64,10703
291,2022-10-30,9.64,10704
291,2022-05-30,45.12,10705
292,2022-12-06,16.13,10706
292,2022-05-24,28.74,10707
292,2022-01-20,27.57,10708
292,2022-09-28,32.13,10709
293,2022-10-01,1.84,10710
293,2022-04-14,2.18,10711
294,2022-07-17,36.98,10712
294,2022-07-05,3.13,10713
294,2022-09-17,35.18,10714
295,2022-04-11,48.56,10715
295,2022-06-06,45.98,10716
296,2022-10-19,1.64,10717
297,2022-09-27,49.38,10718
297,2022-12-30,12.88,10719
298,2022-04-09,18.91,10720
298,2022-06-27,44.58,10721
298,2022-03-21,40.79,10722
298,2022-07-09,13.94,10723
299,2022-04-01,33.23,10724
300,2022-08-17,16.73,10725
300,2022-05-03,37.67,10726
300,2022-12-21,27.06,10727
301,2022-04-12,1.58,10728
301,2022-08-10,3.97,10729
302,2022-04-06,15.04,10730
302,2022-08-08,44.32,10731
302,2022-07-24,46.45,10732
303,2022-06-20,46.06,10733
303,2022-12-19,48.37,10734
303,2022-10-27,35.88,10735
303,2022-12-15,36.62,10736
304,2022-07-03,8.58,10737
304,2022-04-29,9.08,10738
305,2022-11-04,43.72,10739
306,2022-07-09,49.23,10740
306,2022-07-16,45.47,10741
306,2022-09-13,45.43,10742
307,2022-07-16,34.69,10743
307,2022-04-22,37.56,10744
307,2022-01-15,29.12,10745
308,2022-11-13,41.07,10746
309,2022-08-01,10.34,10747
309,2022-02-22,22.26,10748
309,2022-05-30,16.34,10749
310,2022-04-14,21.29,10750
310,2022-05-13,25.01,10751
311,2022-05-20,31.13,10752
311,2022-11-20,24.52,10753
312,2022-12-26,7.11,10754
312,2022-11-28,19.82,10755
312,2022-04-17,23.1,10756
313,2022-12-26,30.39,10757
314,2022-05-01,37.19,10758
314,2022-10-14,18.16,10759
314,2022-02-03,7.38,10760
315,2022-08-30,21.71,10761
315,2022-12-20,1.63,10762
316,2022-10-11,26.85,10763
316,2022-01-30,12.64,10764
316,2022-11-17,45.04,10765
316,2022-09-12,22.67,10766
317,2022-05-03,26.15,10767
317,2022-07-30,48.64,10768
317,2022-12-02,11.98,10769
318,2022-07-08,30.7,10770
318,2022-04-02,37.93,10771
319,2022-07-02,27.96,10772
319,2022-09-12,5.81,10773
319,2022-10-24,6.13,10774
319,2022-03-21,22.58,10775
320,2022-10-14,46.5,10776
320,2022-12-22,18.29,10777
321,2022-12-31,24.97,10778
321,2022-06-08,12.23,10779
322,2022-12-29,44.19,10780
322,2022-02-01,19.38,10781
322,2022-05-03,8.84,10782
323,2022-01-11,30.79,10783
323,2022-05-08,30.59,10784
323,2022-05-12,2.38,10785
323,2022-12-11,47.8,10786
324,2022-08-01,39.01,10787
324,2022-07-25,32.04,10788
325,2022-10-24,25.96,10789
326,2022-04-01,34.4,10790
326,2022-03-28,10.16,10791
326,2022-09-14,27.17,10792
326,2022-01-05,8.72,10793
327,2022-10-21,46.48,10794
327,2022-04-17,24.59,10795
327,2022-03-25,16.06,10796
327,2022-08-28,18.25,10797
328,2022-04-16,8.7,10798
328,2022-01-24,41.85,10799
329,2022-12-27,16.16,10800
329,2022-05-19,8.25,10801
329,2022-09-21,18.28,10802
329,2022-12-04,4.14,10803
330,2022-03-20,23.31,10804
331,2022-08-09,48.18,10805
332,2022-08-10,42.11,10806
332,2022-05-05,42.38,10807
333,2022-02-26,20.53,10808
333,2022-10-08,40.06,10809
333,2022-12-14,34.67,10810
333,2022-09-25,36.83,10811
334,2022-11-02,7.62,10812
334,2022-07-30,12.9,10813
335,2022-06-01,19.89,10814
335,2022-07-21,47.38,10815
335,2022-04-24,30.98,10816
336,2022-07-12,36.16,10817
336,2022-08-22,46.45,10818
336,2022-03-10,33.7,10819
336,2022-02-06,24.94,10820
337,2022-01-31,20.43,10821
337,2022-03-14,28.95,10822
338,2022-05-14,31.92,10823
338,2022-04-14,6.1,10824
338,2022-08-12,16.52,10825
339,2022-03-04,15.83,10826
340,2022-09-26,35.0,10827
340,2022-04-24,1.8,10828
340,2022-03-06,49.96,10829
341,2022-08-28,49.56,10830
341,2022-09-20,27.16,10831
342,2022-07-05,29.8,10832
342,2022-07-15,43.48,10833
343,2022-11-20,36.13,10834
344,2022-02-22,2.3,10835
344,2022-11-13,4.44,10836
344,2022-09-01,35.17,10837
344,2022-08-11,45.4,10838
345,2022-05-04,8.99,10839
346,2022-12-09,41.5,10840
346,2022-10-20,20.41,10841
346,2022-06-13,11.69,10842
346,2022-11-22,12.78,10843
347,2022-02-23,42.56,10844
347,2022-03-02,19.37,10845
347,2022-09-02,16.76,10846
348,2022-09-26,47.48,10847
349,2022-05-09,46.18,10848
349,2022-05-27,41.03,10849
350,2022-12-15,12.25,10850
351,2022-11-02,2.12,10851
351,2022-03-30,40.67,10852
351,2022-02-25,27.86,10853
351,2022-09-05,7.0,10854
352,2022-07-14,24.71,10855
352,2022-11-11,35.66,10856
352,2022-09-25,16.95,10857
353,2022-06-10,22.52,10858
353,2022-11-23,30.11,10859
353,2022-11-10,19.28,10860
354,2022-11-16,24.6,10861
355,2022-12-08,37.48,10862
355,2022-04-23,42.25,10863
355,2022-06-08,31.87,10864
355,2022-03-17,8.73,10865
356,2022-02-24,3.99,10866
356,2022-07-27,26.53,10867
356,2022-11-05,47.35,10868
356,2022-09-17,5.82,10869
357,2022-01-17,46.14,10870
357,2022-05-26,49.03,10871
